intertidal_sitename,cbsLat,cbsLong,georegion,bioregion,State_Province,Island,MPA_name,MPA_designation,NMS_name,ASBS_name,survey_rep,year,species_lump,name_1990,name_2000,number_of_hits,number_of_transect_locations,percent_cover
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Cumagloia andersonii,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Cumagloia andersonii,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Cumagloia andersonii,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Cumagloia andersonii,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cumagloia andersonii,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Cyanoplax hartwegii,Animals,Chiton,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Cyanoplax hartwegii,Animals,Chiton,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Cyanoplax hartwegii,Animals,Chiton,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Cyanoplax hartwegii,Animals,Chiton,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Cyanoplax hartwegii,Animals,Chiton,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cyanoplax hartwegii,Animals,Chiton,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Cyanoplax spp,Animals,Chiton,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Cyanoplax spp,Animals,Chiton,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Cyanoplax spp,Animals,Chiton,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Cyanoplax spp,Animals,Chiton,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Cyanoplax spp,Animals,Chiton,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Cyanoplax spp,Animals,Chiton,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dasya binghamiae,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Dasya binghamiae,Algae/plants,Other red algae,3,1109,0.270513977
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Dasya binghamiae,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dasya binghamiae,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Dasya binghamiae,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dasya binghamiae,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dasya sinicola/californica,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Dasya sinicola/californica,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Dasya sinicola/californica,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dasya sinicola/californica,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Dasya sinicola/californica,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dasya sinicola/californica,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dasysiphonia japonica,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Dasysiphonia japonica,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Dasysiphonia japonica,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dasysiphonia japonica,Algae/plants,Other red algae,1,1303,0.076745971
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Dasysiphonia japonica,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dasysiphonia japonica,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Delesseria decipiens,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Delesseria decipiens,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Delesseria decipiens,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Delesseria decipiens,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Delesseria decipiens,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Delesseria decipiens,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dendrobeania laxa,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Dendrobeania laxa,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Dendrobeania laxa,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dendrobeania laxa,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Dendrobeania laxa,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dendrobeania laxa,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dendrobeania lichenoides,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Dendrobeania lichenoides,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Dendrobeania lichenoides,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dendrobeania lichenoides,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Dendrobeania lichenoides,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dendrobeania lichenoides,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dendropoma lituella,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Dendropoma lituella,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Dendropoma lituella,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dendropoma lituella,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Dendropoma lituella,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dendropoma lituella,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Derbesia marina,Algae/plants,Other green algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Derbesia marina,Algae/plants,Other green algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Derbesia marina,Algae/plants,Other green algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Derbesia marina,Algae/plants,Other green algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Derbesia marina,Algae/plants,Other green algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Derbesia marina,Algae/plants,Other green algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dermasterias imbricata,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Dermasterias imbricata,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Dermasterias imbricata,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Dermasterias imbricata,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Dermasterias imbricata,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Dermasterias imbricata,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Desmarestia herbacea,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Desmarestia herbacea,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Desmarestia herbacea,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Desmarestia herbacea,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Desmarestia herbacea,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Desmarestia herbacea,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Desmarestia ligulata,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Desmarestia ligulata,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Desmarestia ligulata,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Desmarestia ligulata,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Desmarestia ligulata,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Desmarestia ligulata,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Desmarestia munda,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Desmarestia munda,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Desmarestia munda,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Desmarestia munda,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Desmarestia munda,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Desmarestia munda,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Diaperoecia californica,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Diaperoecia californica,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Diaperoecia californica,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Diaperoecia californica,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Diaperoecia californica,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Diaperoecia californica,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Diatom,Algae/plants,Other algae/plants,4,1166,0.343053173
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Diatom,Algae/plants,Other algae/plants,29,1109,2.61496844
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Diatom,Algae/plants,Other algae/plants,11,1049,1.048617731
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Diatom,Algae/plants,Other algae/plants,12,1303,0.92095165
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Diatom,Algae/plants,Other algae/plants,24,1156,2.076124568
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Diatom,Algae/plants,Other algae/plants,14,1144,1.223776224
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Diaulula sandiegensis,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Diaulula sandiegensis,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Diaulula sandiegensis,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Diaulula sandiegensis,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Diaulula sandiegensis,Animals,Other invertebrates,0,1156,0
